name	symbol	price	24h	7d	market_cap	volume(usd)	volume(coin)	circulating_supply	url
nHBTCN0001 $1.02 -0.01% 0.00%	https://coinmarketcap.com/currencies/nhbtc/historical-data/?start=20100101&end=20210101
DittoDITTO $1.20 38.99% 0.00%	https://coinmarketcap.com/currencies/ditto/historical-data/?start=20100101&end=20210101
TokenSwapTOP $0.998609 -30.55% 0.00%	https://coinmarketcap.com/currencies/tokenswap/historical-data/?start=20100101&end=20210101
4101	Venus USDC	vUSDC	$0.020085	0.02%	0.08%	$$0 VUSDC	0 vUSDC	https://coinmarketcap.com/currencies/venus-usdc/historical-data/?start=20100101&end=20210101
4102	Venus BUSD	vBUSD	$0.020076	0.00%	0.07%	$$0 VBUSD	0 vBUSD	https://coinmarketcap.com/currencies/venus-busd/historical-data/?start=20100101&end=20210101
4103	Venus XVS	vXVS	$0.071838	3.22%	12.52%	$$0 VXVS	0 vXVS	https://coinmarketcap.com/currencies/venus-xvs/historical-data/?start=20100101&end=20210101
4104	Venus BNB	vBNB	$0.711207	8.64%	10.82%	$$0 VBNB	0 vBNB	https://coinmarketcap.com/currencies/venus-bnb/historical-data/?start=20100101&end=20210101
4105	Venus BTC	vBTC	$547.72	0.69%	24.22%	$$0 VBTC	0 vBTC	https://coinmarketcap.com/currencies/venus-btc/historical-data/?start=20100101&end=20210101
4106	Venus ETH	vETH	$14.55	14.53%	19.97%	$$0 VETH	0 vETH	https://coinmarketcap.com/currencies/venus-eth/historical-data/?start=20100101&end=20210101
4107	Venus LTC	vLTC	$2.75.33%	27.53%	$$0 VLTC	0 vLTC	https://coinmarketcap.com/currencies/venus-ltc/historical-data/?start=20100101&end=20210101
4108	Venus XRP	vXRP	$0.005936.39%	42.91%	$$0 VXRP	0 vXRP	https://coinmarketcap.com/currencies/venus-xrp/historical-data/?start=20100101&end=20210101
4109	Venus BCH	vBCH	$7.38	15.18%	14.80%	$$0 VBCH	0 vBCH	https://coinmarketcap.com/currencies/venus-bch/historical-data/?start=20100101&end=20210101
411Venus LINK	vLINK	$0.248043	16.73%	0.25%	$$0 VLINK	0 vLINK	https://coinmarketcap.com/currencies/venus-link/historical-data/?start=20100101&end=20210101
4111	Venus DOT	vDOT	$0.1182618.34%	21.17%	$$0 VDOT	0 vDOT	https://coinmarketcap.com/currencies/venus-dot/historical-data/?start=20100101&end=20210101
4112	Decentralized Bank	DEBA	$0.026680	14.68%	1.44%	$0	$0	0 DEBA	0 DEBA	https://coinmarketcap.com/currencies/decentralized-bank/historical-data/?start=20100101&end=20210101
4113	Spartan	300	$454.70	7.39%	5.13%	$0	$0	0 300	0 300	https://coinmarketcap.com/currencies/spartan/historical-data/?start=20100101&end=20210101
TetrisTTR $0.512408 21.72% 4.72%	https://coinmarketcap.com/currencies/tetris/historical-data/?start=20100101&end=20210101
EveryonescryptoEOC $0.757934 -0.01% -0.13%	https://coinmarketcap.com/currencies/everyonescrypto/historical-data/?start=20100101&end=20210101
ETH.limiteDELD $0.009269 -0.01% 0.00%	https://coinmarketcap.com/currencies/eth-limited/historical-data/?start=20100101&end=20210101
nHBTCN0001 $1.02 -0.01% 0.00%	https://coinmarketcap.com/currencies/nhbtc/historical-data/?start=20100101&end=20210101
DittoDITTO $1.20 38.99% 0.00%	https://coinmarketcap.com/currencies/ditto/historical-data/?start=20100101&end=20210101
TokenSwapTOP $0.998609 -30.55% 0.00%	https://coinmarketcap.com/currencies/tokenswap/historical-data/?start=20100101&end=20210101
4101	Venus USDC	vUSDC	$0.020085	0.02%	0.08%	$$0 VUSDC	0 vUSDC	https://coinmarketcap.com/currencies/venus-usdc/historical-data/?start=20100101&end=20210101
4102	Venus BUSD	vBUSD	$0.020076	0.00%	0.07%	$$0 VBUSD	0 vBUSD	https://coinmarketcap.com/currencies/venus-busd/historical-data/?start=20100101&end=20210101
4103	Venus XVS	vXVS	$0.071838	3.22%	12.52%	$$0 VXVS	0 vXVS	https://coinmarketcap.com/currencies/venus-xvs/historical-data/?start=20100101&end=20210101
4104	Venus BNB	vBNB	$0.711207	8.64%	10.82%	$$0 VBNB	0 vBNB	https://coinmarketcap.com/currencies/venus-bnb/historical-data/?start=20100101&end=20210101
4105	Venus BTC	vBTC	$547.72	0.69%	24.22%	$$0 VBTC	0 vBTC	https://coinmarketcap.com/currencies/venus-btc/historical-data/?start=20100101&end=20210101
4106	Venus ETH	vETH	$14.55	14.53%	19.97%	$$0 VETH	0 vETH	https://coinmarketcap.com/currencies/venus-eth/historical-data/?start=20100101&end=20210101
4107	Venus LTC	vLTC	$2.75.33%	27.53%	$$0 VLTC	0 vLTC	https://coinmarketcap.com/currencies/venus-ltc/historical-data/?start=20100101&end=20210101
4108	Venus XRP	vXRP	$0.005936.39%	42.91%	$$0 VXRP	0 vXRP	https://coinmarketcap.com/currencies/venus-xrp/historical-data/?start=20100101&end=20210101
4109	Venus BCH	vBCH	$7.38	15.18%	14.80%	$$0 VBCH	0 vBCH	https://coinmarketcap.com/currencies/venus-bch/historical-data/?start=20100101&end=20210101
411Venus LINK	vLINK	$0.248043	16.73%	0.25%	$$0 VLINK	0 vLINK	https://coinmarketcap.com/currencies/venus-link/historical-data/?start=20100101&end=20210101
4111	Venus DOT	vDOT	$0.1182618.34%	21.17%	$$0 VDOT	0 vDOT	https://coinmarketcap.com/currencies/venus-dot/historical-data/?start=20100101&end=20210101
4112	Decentralized Bank	DEBA	$0.026680	14.68%	1.44%	$0	$0	0 DEBA	0 DEBA	https://coinmarketcap.com/currencies/decentralized-bank/historical-data/?start=20100101&end=20210101
4113	Spartan	300	$454.70	7.39%	5.13%	$0	$0	0 300	0 300	https://coinmarketcap.com/currencies/spartan/historical-data/?start=20100101&end=20210101
TetrisTTR $0.512408 21.72% 4.72%	https://coinmarketcap.com/currencies/tetris/historical-data/?start=20100101&end=20210101
EveryonescryptoEOC $0.757934 -0.01% -0.13%	https://coinmarketcap.com/currencies/everyonescrypto/historical-data/?start=20100101&end=20210101
ETH.limiteDELD $0.009269 -0.01% 0.00%	https://coinmarketcap.com/currencies/eth-limited/historical-data/?start=20100101&end=20210101
nHBTCN0001 $1.02 -0.01% 0.00%	https://coinmarketcap.com/currencies/nhbtc/historical-data/?start=20100101&end=20210101
DittoDITTO $1.20 38.99% 0.00%	https://coinmarketcap.com/currencies/ditto/historical-data/?start=20100101&end=20210101
TokenSwapTOP $0.998609 -30.55% 0.00%	https://coinmarketcap.com/currencies/tokenswap/historical-data/?start=20100101&end=20210101
4101	Venus USDC	vUSDC	$0.020087	0.06%	0.08%	$$0 VUSDC	0 vUSDC	https://coinmarketcap.com/currencies/venus-usdc/historical-data/?start=20100101&end=20210101
4102	Venus BUSD	vBUSD	$0.020076	0.00%	0.07%	$$0 VBUSD	0 vBUSD	https://coinmarketcap.com/currencies/venus-busd/historical-data/?start=20100101&end=20210101
4103	Venus XVS	vXVS	$0.071838	3.22%	12.52%	$$0 VXVS	0 vXVS	https://coinmarketcap.com/currencies/venus-xvs/historical-data/?start=20100101&end=20210101
4104	Venus BNB	vBNB	$0.711207	8.64%	10.82%	$$0 VBNB	0 vBNB	https://coinmarketcap.com/currencies/venus-bnb/historical-data/?start=20100101&end=20210101
4105	Venus BTC	vBTC	$547.72	0.69%	24.22%	$$0 VBTC	0 vBTC	https://coinmarketcap.com/currencies/venus-btc/historical-data/?start=20100101&end=20210101
4106	Venus ETH	vETH	$14.55	14.53%	19.97%	$$0 VETH	0 vETH	https://coinmarketcap.com/currencies/venus-eth/historical-data/?start=20100101&end=20210101
4107	Venus LTC	vLTC	$2.75.33%	27.53%	$$0 VLTC	0 vLTC	https://coinmarketcap.com/currencies/venus-ltc/historical-data/?start=20100101&end=20210101
4108	Venus XRP	vXRP	$0.005936.39%	42.91%	$$0 VXRP	0 vXRP	https://coinmarketcap.com/currencies/venus-xrp/historical-data/?start=20100101&end=20210101
4109	Venus BCH	vBCH	$7.38	15.18%	14.80%	$$0 VBCH	0 vBCH	https://coinmarketcap.com/currencies/venus-bch/historical-data/?start=20100101&end=20210101
411Venus LINK	vLINK	$0.248043	16.73%	0.25%	$$0 VLINK	0 vLINK	https://coinmarketcap.com/currencies/venus-link/historical-data/?start=20100101&end=20210101
4111	Venus DOT	vDOT	$0.1182618.34%	21.17%	$$0 VDOT	0 vDOT	https://coinmarketcap.com/currencies/venus-dot/historical-data/?start=20100101&end=20210101
4112	Decentralized Bank	DEBA	$0.026680	14.68%	1.44%	$0	$0	0 DEBA	0 DEBA	https://coinmarketcap.com/currencies/decentralized-bank/historical-data/?start=20100101&end=20210101
4113	Spartan	300	$454.70	7.39%	5.13%	$0	$0	0 300	0 300	https://coinmarketcap.com/currencies/spartan/historical-data/?start=20100101&end=20210101
TetrisTTR $0.512408 21.72% 4.72%	https://coinmarketcap.com/currencies/tetris/historical-data/?start=20100101&end=20210101
EveryonescryptoEOC $0.757934 -0.01% -0.13%	https://coinmarketcap.com/currencies/everyonescrypto/historical-data/?start=20100101&end=20210101
ETH.limiteDELD $0.009269 -0.01% 0.00%	https://coinmarketcap.com/currencies/eth-limited/historical-data/?start=20100101&end=20210101
nHBTCN0001 $1.02 -0.01% 0.00%	https://coinmarketcap.com/currencies/nhbtc/historical-data/?start=20100101&end=20210101
DittoDITTO $1.20 38.99% 0.00%	https://coinmarketcap.com/currencies/ditto/historical-data/?start=20100101&end=20210101
TokenSwapTOP $0.998609 -30.55% 0.00%	https://coinmarketcap.com/currencies/tokenswap/historical-data/?start=20100101&end=20210101
4101	Venus USDC	vUSDC	$0.020087	0.05%	0.09%	$$0 VUSDC	0 vUSDC	https://coinmarketcap.com/currencies/venus-usdc/historical-data/?start=20100101&end=20210101
4102	Venus BUSD	vBUSD	$0.020076	0.00%	0.10%	$$0 VBUSD	0 vBUSD	https://coinmarketcap.com/currencies/venus-busd/historical-data/?start=20100101&end=20210101
4103	Venus XVS	vXVS	$0.071662	3.02%	11.88%	$$0 VXVS	0 vXVS	https://coinmarketcap.com/currencies/venus-xvs/historical-data/?start=20100101&end=20210101
4104	Venus BNB	vBNB	$0.709374	7.97%	9.71%	$$0 VBNB	0 vBNB	https://coinmarketcap.com/currencies/venus-bnb/historical-data/?start=20100101&end=20210101
4105	Venus BTC	vBTC	$542.46	0.76%	23.00%	$$0 VBTC	0 vBTC	https://coinmarketcap.com/currencies/venus-btc/historical-data/?start=20100101&end=20210101
4106	Venus ETH	vETH	$14.63	14.71%	20.35%	$$0 VETH	0 vETH	https://coinmarketcap.com/currencies/venus-eth/historical-data/?start=20100101&end=20210101
4107	Venus LTC	vLTC	$2.69	4.36%	26.67%	$$0 VLTC	0 vLTC	https://coinmarketcap.com/currencies/venus-ltc/historical-data/?start=20100101&end=20210101
4108	Venus XRP	vXRP	$0.005916	5.36%	43.10%	$$0 VXRP	0 vXRP	https://coinmarketcap.com/currencies/venus-xrp/historical-data/?start=20100101&end=20210101
4109	Venus BCH	vBCH	$7.39	14.24%	14.73%	$$0 VBCH	0 vBCH	https://coinmarketcap.com/currencies/venus-bch/historical-data/?start=20100101&end=20210101
411Venus LINK	vLINK	$0.2478215.73%	0.15%	$$0 VLINK	0 vLINK	https://coinmarketcap.com/currencies/venus-link/historical-data/?start=20100101&end=20210101
4111	Venus DOT	vDOT	$0.1191318.44%	21.52%	$$0 VDOT	0 vDOT	https://coinmarketcap.com/currencies/venus-dot/historical-data/?start=20100101&end=20210101
4112	Decentralized Bank	DEBA	$0.026689	14.52%	1.49%	$0	$0	0 DEBA	0 DEBA	https://coinmarketcap.com/currencies/decentralized-bank/historical-data/?start=20100101&end=20210101
4113	Spartan	300	$454.91	6.95%	6.15%	$0	$0	0 300	0 300	https://coinmarketcap.com/currencies/spartan/historical-data/?start=20100101&end=20210101
TetrisTTR $0.509913 21.30% 3.98%	https://coinmarketcap.com/currencies/tetris/historical-data/?start=20100101&end=20210101
EveryonescryptoEOC $0.757904 -0.02% -0.46%	https://coinmarketcap.com/currencies/everyonescrypto/historical-data/?start=20100101&end=20210101
ETH.limiteDELD $0.009268 -0.02% 0.00%	https://coinmarketcap.com/currencies/eth-limited/historical-data/?start=20100101&end=20210101
nHBTCN0001 $1.02 -0.02% 0.00%	https://coinmarketcap.com/currencies/nhbtc/historical-data/?start=20100101&end=20210101
DittoDITTO $1.19 38.76% 0.00%	https://coinmarketcap.com/currencies/ditto/historical-data/?start=20100101&end=20210101
TokenSwapTOP $0.998569 -30.79% 0.00%	https://coinmarketcap.com/currencies/tokenswap/historical-data/?start=20100101&end=20210101
4101	Venus USDC	vUSDC	$0.020087	0.07%	0.09%	$$0 VUSDC	0 vUSDC	https://coinmarketcap.com/currencies/venus-usdc/historical-data/?start=20100101&end=20210101
4102	Venus BUSD	vBUSD	$0.020076	0.00%	0.10%	$$0 VBUSD	0 vBUSD	https://coinmarketcap.com/currencies/venus-busd/historical-data/?start=20100101&end=20210101
4103	Venus XVS	vXVS	$0.071662	3.02%	11.88%	$$0 VXVS	0 vXVS	https://coinmarketcap.com/currencies/venus-xvs/historical-data/?start=20100101&end=20210101
4104	Venus BNB	vBNB	$0.709374	7.97%	9.71%	$$0 VBNB	0 vBNB	https://coinmarketcap.com/currencies/venus-bnb/historical-data/?start=20100101&end=20210101
4105	Venus BTC	vBTC	$542.46	0.76%	23.00%	$$0 VBTC	0 vBTC	https://coinmarketcap.com/currencies/venus-btc/historical-data/?start=20100101&end=20210101
4106	Venus ETH	vETH	$14.63	14.71%	20.35%	$$0 VETH	0 vETH	https://coinmarketcap.com/currencies/venus-eth/historical-data/?start=20100101&end=20210101
4107	Venus LTC	vLTC	$2.69	4.36%	26.67%	$$0 VLTC	0 vLTC	https://coinmarketcap.com/currencies/venus-ltc/historical-data/?start=20100101&end=20210101
4108	Venus XRP	vXRP	$0.005916	5.36%	43.10%	$$0 VXRP	0 vXRP	https://coinmarketcap.com/currencies/venus-xrp/historical-data/?start=20100101&end=20210101
4109	Venus BCH	vBCH	$7.39	14.24%	14.73%	$$0 VBCH	0 vBCH	https://coinmarketcap.com/currencies/venus-bch/historical-data/?start=20100101&end=20210101
411Venus LINK	vLINK	$0.2478215.73%	0.15%	$$0 VLINK	0 vLINK	https://coinmarketcap.com/currencies/venus-link/historical-data/?start=20100101&end=20210101
4111	Venus DOT	vDOT	$0.1191318.44%	21.52%	$$0 VDOT	0 vDOT	https://coinmarketcap.com/currencies/venus-dot/historical-data/?start=20100101&end=20210101
4112	Decentralized Bank	DEBA	$0.026689	14.52%	1.49%	$0	$0	0 DEBA	0 DEBA	https://coinmarketcap.com/currencies/decentralized-bank/historical-data/?start=20100101&end=20210101
4113	Spartan	300	$454.91	6.95%	6.15%	$0	$0	0 300	0 300	https://coinmarketcap.com/currencies/spartan/historical-data/?start=20100101&end=20210101
TetrisTTR $0.509913 21.30% 3.98%	https://coinmarketcap.com/currencies/tetris/historical-data/?start=20100101&end=20210101
EveryonescryptoEOC $0.757904 -0.02% -0.46%	https://coinmarketcap.com/currencies/everyonescrypto/historical-data/?start=20100101&end=20210101
ETH.limiteDELD $0.009268 -0.02% 0.00%	https://coinmarketcap.com/currencies/eth-limited/historical-data/?start=20100101&end=20210101
nHBTCN0001 $1.02 -0.02% 0.00%	https://coinmarketcap.com/currencies/nhbtc/historical-data/?start=20100101&end=20210101
DittoDITTO $1.19 38.76% 0.00%	https://coinmarketcap.com/currencies/ditto/historical-data/?start=20100101&end=20210101
TokenSwapTOP $0.998569 -30.79% 0.00%	https://coinmarketcap.com/currencies/tokenswap/historical-data/?start=20100101&end=20210101
4101	Venus USDC	vUSDC	$0.020087	0.07%	0.09%	$$0 VUSDC	0 vUSDC	https://coinmarketcap.com/currencies/venus-usdc/historical-data/?start=20100101&end=20210101
4102	Venus BUSD	vBUSD	$0.020076	0.00%	0.10%	$$0 VBUSD	0 vBUSD	https://coinmarketcap.com/currencies/venus-busd/historical-data/?start=20100101&end=20210101
4103	Venus XVS	vXVS	$0.071662	3.02%	11.88%	$$0 VXVS	0 vXVS	https://coinmarketcap.com/currencies/venus-xvs/historical-data/?start=20100101&end=20210101
4104	Venus BNB	vBNB	$0.709374	7.97%	9.71%	$$0 VBNB	0 vBNB	https://coinmarketcap.com/currencies/venus-bnb/historical-data/?start=20100101&end=20210101
4105	Venus BTC	vBTC	$542.46	0.76%	23.00%	$$0 VBTC	0 vBTC	https://coinmarketcap.com/currencies/venus-btc/historical-data/?start=20100101&end=20210101
4106	Venus ETH	vETH	$14.63	14.71%	20.35%	$$0 VETH	0 vETH	https://coinmarketcap.com/currencies/venus-eth/historical-data/?start=20100101&end=20210101
4107	Venus LTC	vLTC	$2.69	4.36%	26.67%	$$0 VLTC	0 vLTC	https://coinmarketcap.com/currencies/venus-ltc/historical-data/?start=20100101&end=20210101
4108	Venus XRP	vXRP	$0.005916	5.36%	43.10%	$$0 VXRP	0 vXRP	https://coinmarketcap.com/currencies/venus-xrp/historical-data/?start=20100101&end=20210101
4109	Venus BCH	vBCH	$7.39	14.24%	14.73%	$$0 VBCH	0 vBCH	https://coinmarketcap.com/currencies/venus-bch/historical-data/?start=20100101&end=20210101
411Venus LINK	vLINK	$0.2478215.73%	0.15%	$$0 VLINK	0 vLINK	https://coinmarketcap.com/currencies/venus-link/historical-data/?start=20100101&end=20210101
4111	Venus DOT	vDOT	$0.1191318.44%	21.52%	$$0 VDOT	0 vDOT	https://coinmarketcap.com/currencies/venus-dot/historical-data/?start=20100101&end=20210101
4112	Decentralized Bank	DEBA	$0.026689	14.52%	1.49%	$0	$0	0 DEBA	0 DEBA	https://coinmarketcap.com/currencies/decentralized-bank/historical-data/?start=20100101&end=20210101
4113	Spartan	300	$454.91	6.95%	6.15%	$0	$0	0 300	0 300	https://coinmarketcap.com/currencies/spartan/historical-data/?start=20100101&end=20210101
TetrisTTR $0.509913 21.30% 3.98%	https://coinmarketcap.com/currencies/tetris/historical-data/?start=20100101&end=20210101
EveryonescryptoEOC $0.757904 -0.02% -0.46%	https://coinmarketcap.com/currencies/everyonescrypto/historical-data/?start=20100101&end=20210101
ETH.limiteDELD $0.009268 -0.02% 0.00%	https://coinmarketcap.com/currencies/eth-limited/historical-data/?start=20100101&end=20210101
nHBTCN0001 $1.02 -0.02% 0.00%	https://coinmarketcap.com/currencies/nhbtc/historical-data/?start=20100101&end=20210101
DittoDITTO $1.19 38.76% 0.00%	https://coinmarketcap.com/currencies/ditto/historical-data/?start=20100101&end=20210101
TokenSwapTOP $0.998569 -30.79% 0.00%	https://coinmarketcap.com/currencies/tokenswap/historical-data/?start=20100101&end=20210101
4101	Venus USDC	vUSDC	$0.020087	0.06%	0.09%	$$0 VUSDC	0 vUSDC	https://coinmarketcap.com/currencies/venus-usdc/historical-data/?start=20100101&end=20210101
4102	Venus BUSD	vBUSD	$0.020080.02%	0.10%	$$0 VBUSD	0 vBUSD	https://coinmarketcap.com/currencies/venus-busd/historical-data/?start=20100101&end=20210101
4103	Venus XVS	vXVS	$0.071662	3.02%	11.88%	$$0 VXVS	0 vXVS	https://coinmarketcap.com/currencies/venus-xvs/historical-data/?start=20100101&end=20210101
4104	Venus BNB	vBNB	$0.709374	7.97%	9.71%	$$0 VBNB	0 vBNB	https://coinmarketcap.com/currencies/venus-bnb/historical-data/?start=20100101&end=20210101
4105	Venus BTC	vBTC	$542.46	0.76%	23.00%	$$0 VBTC	0 vBTC	https://coinmarketcap.com/currencies/venus-btc/historical-data/?start=20100101&end=20210101
4106	Venus ETH	vETH	$14.63	14.71%	20.35%	$$0 VETH	0 vETH	https://coinmarketcap.com/currencies/venus-eth/historical-data/?start=20100101&end=20210101
4107	Venus LTC	vLTC	$2.69	4.36%	26.67%	$$0 VLTC	0 vLTC	https://coinmarketcap.com/currencies/venus-ltc/historical-data/?start=20100101&end=20210101
4108	Venus XRP	vXRP	$0.005916	5.36%	43.10%	$$0 VXRP	0 vXRP	https://coinmarketcap.com/currencies/venus-xrp/historical-data/?start=20100101&end=20210101
4109	Venus BCH	vBCH	$7.39	14.24%	14.73%	$$0 VBCH	0 vBCH	https://coinmarketcap.com/currencies/venus-bch/historical-data/?start=20100101&end=20210101
411Venus LINK	vLINK	$0.2478215.73%	0.15%	$$0 VLINK	0 vLINK	https://coinmarketcap.com/currencies/venus-link/historical-data/?start=20100101&end=20210101
4111	Venus DOT	vDOT	$0.1191318.44%	21.52%	$$0 VDOT	0 vDOT	https://coinmarketcap.com/currencies/venus-dot/historical-data/?start=20100101&end=20210101
4112	Decentralized Bank	DEBA	$0.026689	14.52%	1.49%	$0	$0	0 DEBA	0 DEBA	https://coinmarketcap.com/currencies/decentralized-bank/historical-data/?start=20100101&end=20210101
4113	Spartan	300	$454.91	6.95%	6.15%	$0	$0	0 300	0 300	https://coinmarketcap.com/currencies/spartan/historical-data/?start=20100101&end=20210101
TetrisTTR $0.509913 21.30% 3.98%	https://coinmarketcap.com/currencies/tetris/historical-data/?start=20100101&end=20210101
EveryonescryptoEOC $0.757904 -0.02% -0.46%	https://coinmarketcap.com/currencies/everyonescrypto/historical-data/?start=20100101&end=20210101
ETH.limiteDELD $0.009268 -0.02% 0.00%	https://coinmarketcap.com/currencies/eth-limited/historical-data/?start=20100101&end=20210101
nHBTCN0001 $1.02 -0.02% 0.00%	https://coinmarketcap.com/currencies/nhbtc/historical-data/?start=20100101&end=20210101
DittoDITTO $1.19 38.76% 0.00%	https://coinmarketcap.com/currencies/ditto/historical-data/?start=20100101&end=20210101
TokenSwapTOP $0.998569 -30.79% 0.00%	https://coinmarketcap.com/currencies/tokenswap/historical-data/?start=20100101&end=20210101
4101	Venus USDC	vUSDC	$0.020086	0.05%	0.09%	$$0 VUSDC	0 vUSDC	https://coinmarketcap.com/currencies/venus-usdc/historical-data/?start=20100101&end=20210101
4102	Venus BUSD	vBUSD	$0.020080.02%	0.10%	$$0 VBUSD	0 vBUSD	https://coinmarketcap.com/currencies/venus-busd/historical-data/?start=20100101&end=20210101
4103	Venus XVS	vXVS	$0.071662	3.02%	11.88%	$$0 VXVS	0 vXVS	https://coinmarketcap.com/currencies/venus-xvs/historical-data/?start=20100101&end=20210101
4104	Venus BNB	vBNB	$0.709374	7.97%	9.71%	$$0 VBNB	0 vBNB	https://coinmarketcap.com/currencies/venus-bnb/historical-data/?start=20100101&end=20210101
4105	Venus BTC	vBTC	$542.46	0.76%	23.00%	$$0 VBTC	0 vBTC	https://coinmarketcap.com/currencies/venus-btc/historical-data/?start=20100101&end=20210101
4106	Venus ETH	vETH	$14.63	14.71%	20.35%	$$0 VETH	0 vETH	https://coinmarketcap.com/currencies/venus-eth/historical-data/?start=20100101&end=20210101
4107	Venus LTC	vLTC	$2.69	4.36%	26.67%	$$0 VLTC	0 vLTC	https://coinmarketcap.com/currencies/venus-ltc/historical-data/?start=20100101&end=20210101
4108	Venus XRP	vXRP	$0.005916	5.36%	43.10%	$$0 VXRP	0 vXRP	https://coinmarketcap.com/currencies/venus-xrp/historical-data/?start=20100101&end=20210101
4109	Venus BCH	vBCH	$7.39	14.24%	14.73%	$$0 VBCH	0 vBCH	https://coinmarketcap.com/currencies/venus-bch/historical-data/?start=20100101&end=20210101
411Venus LINK	vLINK	$0.2478215.73%	0.15%	$$0 VLINK	0 vLINK	https://coinmarketcap.com/currencies/venus-link/historical-data/?start=20100101&end=20210101
4111	Venus DOT	vDOT	$0.1191318.44%	21.52%	$$0 VDOT	0 vDOT	https://coinmarketcap.com/currencies/venus-dot/historical-data/?start=20100101&end=20210101
4112	Decentralized Bank	DEBA	$0.026689	14.52%	1.49%	$0	$0	0 DEBA	0 DEBA	https://coinmarketcap.com/currencies/decentralized-bank/historical-data/?start=20100101&end=20210101
4113	Spartan	300	$454.91	6.95%	6.15%	$0	$0	0 300	0 300	https://coinmarketcap.com/currencies/spartan/historical-data/?start=20100101&end=20210101
TetrisTTR $0.509913 21.30% 3.98%	https://coinmarketcap.com/currencies/tetris/historical-data/?start=20100101&end=20210101
EveryonescryptoEOC $0.757904 -0.02% -0.46%	https://coinmarketcap.com/currencies/everyonescrypto/historical-data/?start=20100101&end=20210101
ETH.limiteDELD $0.009268 -0.02% 0.00%	https://coinmarketcap.com/currencies/eth-limited/historical-data/?start=20100101&end=20210101
nHBTCN0001 $1.02 -0.02% 0.00%	https://coinmarketcap.com/currencies/nhbtc/historical-data/?start=20100101&end=20210101
DittoDITTO $1.19 38.76% 0.00%	https://coinmarketcap.com/currencies/ditto/historical-data/?start=20100101&end=20210101
TokenSwapTOP $0.998569 -30.79% 0.00%	https://coinmarketcap.com/currencies/tokenswap/historical-data/?start=20100101&end=20210101
4101	Venus USDC	vUSDC	$0.020084	0.04%	0.09%	$$0 VUSDC	0 vUSDC	https://coinmarketcap.com/currencies/venus-usdc/historical-data/?start=20100101&end=20210101
4102	Venus BUSD	vBUSD	$0.020080.04%	0.07%	$$0 VBUSD	0 vBUSD	https://coinmarketcap.com/currencies/venus-busd/historical-data/?start=20100101&end=20210101
4103	Venus XVS	vXVS	$0.071178	2.73%	14.44%	$$0 VXVS	0 vXVS	https://coinmarketcap.com/currencies/venus-xvs/historical-data/?start=20100101&end=20210101
4104	Venus BNB	vBNB	$0.711298	8.43%	9.96%	$$0 VBNB	0 vBNB	https://coinmarketcap.com/currencies/venus-bnb/historical-data/?start=20100101&end=20210101
4105	Venus BTC	vBTC	$545.74	0.03%	23.36%	$$0 VBTC	0 vBTC	https://coinmarketcap.com/currencies/venus-btc/historical-data/?start=20100101&end=20210101
4106	Venus ETH	vETH	$14.61	15.00%	19.70%	$$0 VETH	0 vETH	https://coinmarketcap.com/currencies/venus-eth/historical-data/?start=20100101&end=20210101
4107	Venus LTC	vLTC	$2.69	4.51%	25.60%	$$0 VLTC	0 vLTC	https://coinmarketcap.com/currencies/venus-ltc/historical-data/?start=20100101&end=20210101
4108	Venus XRP	vXRP	$0.005899	5.60%	43.59%	$$0 VXRP	0 vXRP	https://coinmarketcap.com/currencies/venus-xrp/historical-data/?start=20100101&end=20210101
4109	Venus BCH	vBCH	$7.39	14.52%	14.13%	$$0 VBCH	0 vBCH	https://coinmarketcap.com/currencies/venus-bch/historical-data/?start=20100101&end=20210101
411Venus LINK	vLINK	$0.2470316.24%	0.70%	$$0 VLINK	0 vLINK	https://coinmarketcap.com/currencies/venus-link/historical-data/?start=20100101&end=20210101
4111	Venus DOT	vDOT	$0.119264	19.04%	21.03%	$$0 VDOT	0 vDOT	https://coinmarketcap.com/currencies/venus-dot/historical-data/?start=20100101&end=20210101
4112	Decentralized Bank	DEBA	$0.026791	14.90%	1.43%	$0	$0	0 DEBA	0 DEBA	https://coinmarketcap.com/currencies/decentralized-bank/historical-data/?start=20100101&end=20210101
4113	Spartan	300	$454.58	7.16%	6.62%	$0	$0	0 300	0 300	https://coinmarketcap.com/currencies/spartan/historical-data/?start=20100101&end=20210101
TetrisTTR $0.508170 21.03% 7.37%	https://coinmarketcap.com/currencies/tetris/historical-data/?start=20100101&end=20210101
EveryonescryptoEOC $0.757997 0.00% -0.75%	https://coinmarketcap.com/currencies/everyonescrypto/historical-data/?start=20100101&end=20210101
ETH.limiteDELD $0.009270 -0.00% 0.00%	https://coinmarketcap.com/currencies/eth-limited/historical-data/?start=20100101&end=20210101
nHBTCN0001 $1.02 0.00% 0.00%	https://coinmarketcap.com/currencies/nhbtc/historical-data/?start=20100101&end=20210101
DittoDITTO $1.16 34.54% 0.00%	https://coinmarketcap.com/currencies/ditto/historical-data/?start=20100101&end=20210101
TokenSwapTOP $0.998692 -33.29% 0.00%	https://coinmarketcap.com/currencies/tokenswap/historical-data/?start=20100101&end=20210101
4101	Venus USDC	vUSDC	$0.020086	0.05%	0.09%	$$0 VUSDC	0 vUSDC	https://coinmarketcap.com/currencies/venus-usdc/historical-data/?start=20100101&end=20210101
